Title,Author,PublishedAt,Description,URL
What's Going On With Ford Motor Stock Today?,benzinga.com,2024-11-14T17:50:54Z,"Ford Motor Company (NYSE:F) shares are trading slightly higher on Thursday.
Today, the company has agreed to a consent order with the National Highway Traffic Safety Administration (NHTSA), including a civil penalty of $165 million for failing to meet federal…",https://biztoc.com/x/bab62ff650a27678
What's Going On With Ford Motor Stock Today?,aol.com,2024-11-07T21:02:23Z,"Ford Motor Company (NYSE:F) shares are trading lower on Thursday. Bernstein analyst Toni Sacconaghi downgraded Ford Motor from Outperform to Market Perform, with a price forecast of $11.
In an unrelated development, Ford revealed on Thursday that it is experi…",https://biztoc.com/x/69e0efd0d8f98044
What's Going On With Ford Motor Stock Today?,benzinga.com,2024-11-07T18:50:37Z,"Ford Motor Company (NYSE:F) shares are trading lower on Thursday. Bernstein analyst Toni Sacconaghi downgraded Ford Motor from Outperform to Market Perform, with a price forecast of $11.
In an unrelated development, Ford revealed on Thursday that it is experi…",https://biztoc.com/x/f810e8cdad25edfa
"Ford plans 4,000 more job cuts in Europe as EVs lose momentum","William Wilkes, Jamie Nimmo, Bloomberg",2024-11-20T15:14:04Z,The reductions amount to around 14% of Ford European workforce and will primarily hit operations in Germany and the U.K. by the end of 2027.,https://fortune.com/europe/2024/11/20/ford-plans-4000-more-job-cuts-europe-evs-lose-momentum/
Ford Motor (F) Scheduled to Post Quarterly Earnings on Monday,MarketBeat News,2024-10-26T05:20:47Z,"Ford Motor (NYSE:F – Get Free Report) is set to release its earnings data after the market closes on Monday, October 28th. Analysts expect Ford Motor to post earnings of $0.50 per share for the quarter. Persons interested in listening to the company’s earning…",https://www.etfdailynews.com/2024/10/26/ford-motor-f-scheduled-to-post-quarterly-earnings-on-monday/
Humanoid Robotics Will Transform Manufacturing And The Global Economy,"Amir Husain, Contributor, 
 Amir Husain, Contributor
 https://www.forbes.com/sites/amirhusain/",2024-11-05T00:04:46Z,"Argon, Unitree, Agility Robotics, and Tesla are reshaping what’s possible for the next wave of intelligent automation.",https://www.forbes.com/sites/amirhusain/2024/11/04/humanoid-robotics-will-transform-manufacturing-and-the-global-economy/
"Ford To Cut 4,000 Jobs in Europe, Cites Weak EV Sales and Economic Pressures",Shannon McDonagh,2024-11-20T18:32:32Z,"Electric vehicle demand in Europe has been sluggish, with sales in Germany dropping significantly in the first nine months of 2024.",https://www.newsweek.com/ford-european-job-cuts-eletric-vehicle-market-1989024
Major Automaker Exec Flatly Says Liberals’ EV ‘Mandates’ Are ‘Impossible’ To Meet,Guest Blogger,2024-11-09T22:00:00Z,"“I have not seen a forecast by anyone … government or private, anywhere that has told us that that number is achievable. At this point, it looks impossible,” Hollis said of the zero-emission regulations. “Demand isn’t there. It’s going to limit a customer’s c…",https://wattsupwiththat.com/2024/11/09/major-automaker-exec-flatly-says-liberals-ev-mandates-are-impossible-to-meet/
Ford Motor (NYSE:F) Price Target Lowered to $13.00 at Barclays,MarketBeat News,2024-10-30T11:16:44Z,"Ford Motor (NYSE:F – Free Report) had its target price reduced by Barclays from $14.00 to $13.00 in a research report report published on Tuesday morning, Benzinga reports. They currently have an overweight rating on the auto manufacturer’s stock. Other resea…",https://www.etfdailynews.com/2024/10/30/ford-motor-nysef-price-target-lowered-to-13-00-at-barclays/
"Summit Global Investments Sells 71,470 Shares of Ford Motor (NYSE:F)",MarketBeat News,2024-11-11T11:53:37Z,"Summit Global Investments decreased its position in Ford Motor (NYSE:F – Free Report) by 68.0% during the third quarter, according to the company in its most recent disclosure with the Securities & Exchange Commission. The firm owned 33,589 shares of the auto…",https://www.etfdailynews.com/2024/11/11/summit-global-investments-sells-71470-shares-of-ford-motor-nysef/
Ford Motor (NYSE:F) Receives $12.02 Consensus Price Target from Brokerages,MarketBeat News,2024-11-18T08:20:52Z,"Ford Motor (NYSE:F – Get Free Report) has been assigned an average recommendation of “Hold” from the fifteen research firms that are covering the stock, Marketbeat.com reports. Two investment analysts have rated the stock with a sell rating, ten have assigned…",https://www.etfdailynews.com/2024/11/18/ford-motor-nysef-receives-12-02-consensus-price-target-from-brokerages/
Ford Motor (NYSE:F) Position Trimmed by Meeder Asset Management Inc.,MarketBeat News,2024-11-22T10:34:54Z,"Meeder Asset Management Inc. reduced its holdings in Ford Motor (NYSE:F – Free Report) by 33.5% during the third quarter, according to the company in its most recent filing with the SEC. The fund owned 2,449 shares of the auto manufacturer’s stock after selli…",https://www.etfdailynews.com/2024/11/22/ford-motor-nysef-position-trimmed-by-meeder-asset-management-inc/
"Commerce Bank Purchases 6,814 Shares of Ford Motor (NYSE:F)",MarketBeat News,2024-11-24T11:11:02Z,"Commerce Bank grew its position in shares of Ford Motor (NYSE:F – Free Report) by 4.9% during the 3rd quarter, according to its most recent 13F filing with the Securities and Exchange Commission. The fund owned 144,810 shares of the auto manufacturer’s stock …",https://www.etfdailynews.com/2024/11/24/commerce-bank-purchases-6814-shares-of-ford-motor-nysef/
Ford Motor (NYSE:F) Shares Sold by Arkadios Wealth Advisors,marketbeat.com,2024-10-28T08:51:36Z,"Arkadios Wealth Advisors lowered its position in shares of Ford Motor (NYSE:F - Free Report) by 29.9% in the third quarter, according to the company in its most recent Form 13F filing with the Securities and Exchange Commission. The institutional investor own…",https://biztoc.com/x/b25f4c6cb0b62fa8
"SteelPeak Wealth LLC Sells 254,838 Shares of Ford Motor (NYSE:F)",marketbeat.com,2024-10-30T17:03:45Z,"SteelPeak Wealth LLC cut its stake in shares of Ford Motor (NYSE:F - Free Report) by 40.9% in the third quarter, according to the company in its most recent filing with the Securities and Exchange Commission. The firm owned 367,769 shares of the auto manufact…",https://biztoc.com/x/370c145809a7bb12
Ford Motor (NYSE:F) Shares Sold by Arkadios Wealth Advisors,MarketBeat News,2024-10-28T10:26:51Z,"Arkadios Wealth Advisors lowered its position in shares of Ford Motor (NYSE:F – Free Report) by 29.9% in the third quarter, according to the company in its most recent Form 13F filing with the Securities and Exchange Commission. The institutional investor own…",https://www.etfdailynews.com/2024/10/28/ford-motor-nysef-shares-sold-by-arkadios-wealth-advisors/
How Much Will Ford Pay Out in Dividends in 2025?,aol.com,2024-11-18T16:27:33Z,"Ford Motor Company (NYSE: F) has a long history of paying solid dividends. While Ford is a cyclical company, and has had to cut or suspend its dividend on occasion, it has always prioritized paying a dividend whenever it can afford to do so.
One reason for th…",https://biztoc.com/x/4bc171a06330d083
Caprock Group LLC Cuts Holdings in Ford Motor (NYSE:F),MarketBeat News,2024-11-23T10:07:31Z,"Caprock Group LLC lowered its stake in shares of Ford Motor (NYSE:F – Free Report) by 25.7% during the 3rd quarter, HoldingsChannel.com reports. The institutional investor owned 50,591 shares of the auto manufacturer’s stock after selling 17,526 shares during…",https://www.etfdailynews.com/2024/11/23/caprock-group-llc-cuts-holdings-in-ford-motor-nysef/
