Title,Author,PublishedAt,Description,URL
"ToxicPanda Android banking trojan targets Europe and LATAM, with a focus on Italy",Pierluigi Paganini,2024-11-05T21:25:58Z,"The ToxicPanda Android malware has infected over 1,500 devices, enabling attackers to perform fraudulent banking transactions. Cleafy researchers spotted a new Android banking malware, dubbed ToxicPanda, which already infected over 1,500 Android devices. The …",https://securityaffairs.com/170605/malware/toxicpanda-android-malware-targets-italy.html
"INTERPOL: Operation Synergia II disrupted +22,000 malicious IPs",Pierluigi Paganini,2024-11-06T21:57:09Z,"A global law enforcement operation called Operation Synergia II dismantled over 22,000 malicious IPs linked to phishing, infostealers, and ransomware, INTERPOL said. INTERPOL announced this week it took down more than 22,000 malicious servers linked to cyberc…",https://securityaffairs.com/170639/cyber-crime/operation-synergia-ii-dismantled-over-22k-malicious-ips.html
Palo Alto Networks warns of potential RCE in PAN-OS management interface,Pierluigi Paganini,2024-11-08T19:01:00Z,Palo Alto Networks warns customers to restrict access to their next-generation firewalls because of a potential RCE flaw in the PAN-OS management interface. Palo Alto Networks warns customers to limit access to their next-gen firewall management interface due…,https://securityaffairs.com/170697/uncategorized/palo-alto-networks-warns-potential-pan-os-rce.html
Fog and Akira ransomware attacks exploit SonicWall VPN flaw CVE-2024-40766,Pierluigi Paganini,2024-10-29T11:51:49Z,Fog and Akira ransomware operators are exploiting SonicWall VPN flaw CVE-2024-40766 to breach enterprise networks. Fog and Akira ransomware operators are exploiting the critical SonicWall VPN vulnerability CVE-2024-40766 (CVSS v3 score: 9.3) to breach corpora…,https://securityaffairs.com/170359/cyber-crime/fog-akira-ransomware-sonicwall-vpn-flaw.html
Russia-linked Midnight Blizzard APT targeted 100+ organizations with a spear-phishing campaign using RDP files,Pierluigi Paganini,2024-10-30T19:20:51Z,"Microsoft warns of a new phishing campaign by Russia-linked APT Midnight Blizzard targeting hundreds of organizations. Microsoft warns of a large-scale spear-phishing campaign by Russia-linked APT Midnight Blizzard (aka APT29, SVR group, BlueBravo, Cozy Bear,…",https://securityaffairs.com/170398/apt/midnight-blizzard-apt-targeted-100-organizations.html
Four REvil Ransomware members sentenced for hacking and money laundering,Pierluigi Paganini,2024-10-27T09:38:27Z,"Russian authorities sentenced four members of the REvil ransomware operation to several years in prison in Russia. Four former members of the REvil ransomware group were sentenced in Russia for hacking and money laundering, marking a rare case of Russian gang…",https://securityaffairs.com/170287/cyber-crime/revil-ransomware-group-member-sentenced.html
Threat actor says Interbank refused to pay the ransom after a two-week negotiation,Pierluigi Paganini,2024-10-31T15:20:44Z,"Peruvian Interbank confirmed a data breach after threat actors accessed its systems and leaked stolen information online. Interbank, formally the Banco Internacional del Perú Service Holding S.A.A. is a leading Peruvian provider of financial services has over…",https://securityaffairs.com/170431/data-breach/interbank-refused-to-pay-the-ransom.html
Sophos details five years of China-linked threat actors’ activity targeting network devices worldwide,Pierluigi Paganini,2024-11-02T16:12:34Z,"Sophos used custom implants to monitor China-linked thret actors targeting firewall zero-days in a years-long battle. Sophos revealed a years-long “cat-and-mouse” battle with China-linked threat actors, using custom implants to track the attackers’ activities…",https://securityaffairs.com/170469/apt/china-linked-threat-actors-activity-targeting-network-devices-worldwide.html
Security Affairs newsletter Round 496 by Pierluigi Paganini – INTERNATIONAL EDITION,Pierluigi Paganini,2024-11-03T14:13:53Z,"A new round of the weekly SecurityAffairs newsletter arrived! Every week the best security articles from Security Affairs are free in your email box. Enjoy a new round of the weekly SecurityAffairs newsletter, including the international press. Chinese threat…",https://securityaffairs.com/170525/breaking-news/security-affairs-newsletter-round-496-by-pierluigi-paganini-international-edition.html
South Korea fined Meta $15.67M for illegally collecting and sharing Facebook users,Pierluigi Paganini,2024-11-06T12:00:35Z,"South Korea fined Meta $15.67M for illegally collecting and sharing Facebook users’ sensitive data, including political views and sexual orientation, with advertisers. South Korea’s data privacy watchdog, Personal Information Protection Commission (PIPC), fin…",https://securityaffairs.com/170618/digital-id/south-korea-fined-meta-15-67m.html
Russian disinformation campaign active ahead of 2024 US election,Pierluigi Paganini,2024-11-04T10:07:42Z,"U.S. intel says Russia made a fake video claiming Haitians voted illegally in Georgia, aiming to spread election disinformation. U.S. intel reports Russia created a fake viral video falsely claiming Haitians illegally voted multiple times in Georgia, aiming t…",https://securityaffairs.com/170551/intelligence/russia-disinformation-us-election-2024.html
U.S. CISA adds PTZOptics camera bugs to its Known Exploited Vulnerabilities catalog,Pierluigi Paganini,2024-11-05T12:23:37Z,U.S. Cybersecurity and Infrastructure Security Agency (CISA) adds PTZOptics PT30X-SDI/NDI camera bugs to its Known Exploited Vulnerabilities catalog. The U.S. Cybersecurity and Infrastructure Security Agency (CISA) added the following vulnerabilities to its K…,https://securityaffairs.com/170595/security/u-s-cisa-adds-ptzoptics-camera-bugs-to-its-known-exploited-vulnerabilities-catalog.html
"Android flaw CVE-2024-43093 may be under limited, targeted exploitation",Pierluigi Paganini,2024-11-05T08:51:28Z,"Google warned that a vulnerability, tracked as CVE-2024-43093, in the Android OS is actively exploited in the wild. Threat actors are actively exploiting a vulnerability, tracked as CVE-2024-43093, in the Android OS, Google warns. The vulnerability is a privi…",https://securityaffairs.com/170581/uncategorized/cve-2024-43093-android-flaw-actively-exploited.html
"U.S. CISA adds Palo Alto Expedition, Android, CyberPanel and Nostromo nhttpd bugs to its Known Exploited Vulnerabilities catalog",Pierluigi Paganini,2024-11-07T22:49:32Z,"U.S. Cybersecurity and Infrastructure Security Agency (CISA) adds Palo Alto Expedition, Android, CyberPanel and Nostromo nhttpd bugs to its Known Exploited Vulnerabilities catalog. The U.S. Cybersecurity and Infrastructure Security Agency (CISA) added the fol…",https://securityaffairs.com/170673/security/u-s-cisa-adds-palo-alto-expedition-android-cyberpanel-and-nostromo-nhttpd-bugs-to-its-known-exploited-vulnerabilities-catalog.html
DPRK-linked BlueNoroff used macOS malware with novel persistence,Pierluigi Paganini,2024-11-07T16:16:42Z,SentinelLabs observed North Korea-linked threat actor BlueNoroff targeting businesses in the crypto industry with a new multi-stage malware. SentinelLabs researchers identified a North Korea-linked threat actor targeting crypto businesses with new macOS malwa…,https://securityaffairs.com/170659/malware/bluenoroff-apt-macos-malware.html
Texas oilfield supplier Newpark Resources suffered a ransomware attack,Pierluigi Paganini,2024-11-08T23:05:31Z,Texas oilfield supplier Newpark Resources suffered a ransomware attack that disrupted its information systems and business applications. Texas oilfield supplier Newpark Resources revealed that a ransomware attack on October 29 disrupted access to some of its …,https://securityaffairs.com/170696/cyber-crime/newpark-resources-ransomware-attack.html
Mazda Connect flaws allow to hack some Mazda vehicles,Pierluigi Paganini,2024-11-09T22:20:06Z,Multiple vulnerabilities in the infotainment unit Mazda Connect could allow attackers to execute arbitrary code with root access. Trend Micro’s Zero Day Initiative warned of multiple vulnerabilities in the Mazda Connect infotainment system that could allow at…,https://securityaffairs.com/170727/security/mazda-connect-flaws.html
Security Affairs newsletter Round 497 by Pierluigi Paganini – INTERNATIONAL EDITION,Pierluigi Paganini,2024-11-10T11:28:39Z,"A new round of the weekly SecurityAffairs newsletter arrived! Every week the best security articles from Security Affairs are free in your email box. Enjoy a new round of the weekly SecurityAffairs newsletter, including the international press. Mazda Connect …",https://securityaffairs.com/170764/breaking-news/security-affairs-newsletter-round-497-by-pierluigi-paganini-international-edition.html
SECURITY AFFAIRS MALWARE NEWSLETTER – ROUND 19,Pierluigi Paganini,2024-11-10T11:48:52Z,Security Affairs Malware newsletter includes a collection of the best articles and research on malware in the international landscape. Security Affairs Malware newsletter includes a collection of the best articles and research on malware in the international …,https://securityaffairs.com/170771/breaking-news/security-affairs-malware-newsletter-round-19.html
