Title,Author,PublishedAt,Description,URL
"Kogan 50"" LED 4K Smart Roku TV $355 Delivered ($325 for FIRST Members) @ Kogan - Black friday sale",TerryJustTerry,2024-11-25T03:42:08Z,"Cheap 4k TV - comes in a couple of sizes.

43"" - $319 (Or $305 for Kogan First member)
50"" - $355 (Or $325 for Kogan First member)
55"" - $449 (Or $429 for Kogan First member)
65"" - $599 (Or $579 for Kogan First member)
75"" - $929 (Or $899 for Kogan First memb…",https://www.ozbargain.com.au/node/879876
Evercore Identifies Apple Inc. (AAPL) as Key Stock to Watch Amid Potential Impact of Trump Tariffs and Policy Shifts on IT Hardware Firms,,2024-11-11T01:13:37Z,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_ca7b15ea-c770-4e62-a310-8529e998062e
Apple chief returns to China as Beijing prepares to fete CEOs,DIGITIMES,2024-11-25T09:38:08Z,"Apple Inc. Chief Executive Officer Tim Cook is visiting China for at least the third time this year, showing up at a suppliers' conference on the same day a top Beijing official convened an important meeting with a group of foreign CEOs.",https://www.digitimes.com/news/a20241125VL202/tim-cook-beijing-apple-china-supply-chain.html
Indonesia to assess $100m Apple bid to end iPhone 16 ban,Bloomberg,2024-11-21T04:44:00Z,"<p>Indonesia is set to assess a US$100 million investment proposal from Apple Inc, as the American tech giant attempts to coax the government to unblock its sales ban on the iPhone 16.</p>",https://www.bangkokpost.com/business/general/2905726/indonesia-to-assess-100m-apple-bid-to-end-iphone-16-ban
Abu Ghraib Torture Trial Against Virginia-Based Defense Contractor Begins Again,Sanya Mansoor,2024-10-31T17:15:00Z,"Against the odds, three Iraqi men could bring CACI to justice for the government contractor’s alleged role in Abu Ghraib abuses.
The post Abu Ghraib Torture Trial Against Virginia-Based Defense Contractor Begins Again appeared first on The Intercept.",https://theintercept.com/2024/10/31/abu-ghraib-torture-trial-caci/
"Jim Cramer on Apple Inc. (AAPL)’s iPhone Sales: ‘Not Enough To Make Me Wanna Sell, But Enough To Ding The Stock’",,2024-10-25T23:35:04Z,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_8cdba509-ac02-4b59-8652-483dcff26b94
"Apple to launch an AI Home Display in 2025 with a built-in camera for Home Security, controlling appliances and much more",Jack Purcher,2024-11-12T23:17:57Z,"According to a new Bloomberg report, “Apple Inc., aiming to catch up with rivals in the smart home market, is nearing the launch of a new product category: a wall-mounted display that can control appliances, handle videoconferencing and use AI to navigate app…",https://www.patentlyapple.com/2024/11/apple-to-launch-an-ai-home-display-in-2025-with-a-built-in-camera-for-home-security-controlling-appliances-and-much-more.html
"HomePad? Apple said to unveil AI wall tablet for home control, Siri and FaceTime calls as early as March 2025",MacDailyNews,2024-11-12T21:09:51Z,"Apple, aiming push more urgently into the smart home market, is said to be nearing the launch of a new product category: a wall-mounted…
The post HomePad? Apple said to unveil AI wall tablet for home control, Siri and FaceTime calls as early as March 2025 app…",https://macdailynews.com/2024/11/12/homepad-apple-said-to-unveil-ai-wall-tablet-for-home-control-siri-and-facetime-calls-as-early-as-march-2025/
"After iPhone 16, Indonesia Halts Sale of Google Pixel Phones",Claire Jiao and Eko Listiyorini,2024-11-01T05:03:41Z,"(Bloomberg) -- Indonesia has prohibited the sale of the Pixel phones, saying Alphabet Inc.’s Google has failed to meet domestic content requirements.Most...",https://finance.yahoo.com/news/iphone-16s-indonesia-blocks-google-035416564.html
Compulocks、新デザインのMac mini (2024)に対応したセキュリティロックマウント「Maclocks Mac mini M4 2024 Security Mount with Lock Head」を発売。,applech2,2024-11-14T21:18:01Z,"CompulocksがApple M4チップ搭載のMac mini (2024)に対応したセキュリティロックマウント「Maclocks Mac mini M4 2024 Security Mount with Lock […]
The post Compulocks、新デザインのMac mini (2024)に対応したセキュリティロックマウント「Maclocks Mac mini M4 2024 Security Mount with Lock Head」を発売。 first appeared on AAPL C…",https://applech2.com/archives/20241115-maclocks-mac-mini-m4-2024-security-mount-with-lock-head.html
Workday Inc. (WDAY): Resilient Growth Amid Economic Challenges and Focus on Profit Expansion,Ramish Cheema,2024-11-25T22:11:38Z,"We recently compiled a list of the Wells Fargo’s Best Growth Stocks: 28 Stocks With The Highest Consensus EPS Growth Estimates. In this article, we are going...",https://finance.yahoo.com/news/workday-inc-wday-resilient-growth-221138726.html
5G Americas-Influencing The Future Of The Wireless Industry,"Tim Bajarin, Contributor, 
 Tim Bajarin, Contributor
 https://www.forbes.com/sites/timbajarin/",2024-10-29T14:00:00Z,5G Americas is the group representing the carriers and telecom industry in the Americas and a critical force driving next-generation wireless trends and standards.,https://www.forbes.com/sites/timbajarin/2024/10/29/5g-americas-influencing-the-future-of-the-wireless-industry/
"Apple was granted 76 patents today covering Virtual Paper, a No Notch iPhone, 2 Master Vision Pro Patents and more",Jack Purcher,2024-11-19T23:40:34Z,"Today the U.S. Patent and Trademark Office officially published a series of 76 newly granted utility patents for Apple Inc. In this particular report we briefly cover patents for virtual paper, a no notch iPhone and multiple HMD patents including two master V…",https://www.patentlyapple.com/2024/11/apple-was-granted-76-patents-today-covering-virtual-paper-a-no-notch-iphone-2-master-vision-pro-patents-and-more.html
One Inc and US Bank team on insurance payments,Editorial Team,2024-11-21T21:33:00Z,"One Inc, the leading payments network for the insurance industry, announced today a partnership with U.S. Bank aimed at delivering a comprehensive, unified payment experience for Property & Casualty (P&C) and Life insurers.",https://www.finextra.com/pressarticle/103316/one-inc-and-us-bank-team-on-insurance-payments
Markets Pricing In Extreme Volatility For The Week,"JJ Kinahan, Senior Contributor, 
 JJ Kinahan, Senior Contributor
 https://www.forbes.com/sites/jjkinahan/",2024-11-04T12:44:06Z,"According to FactSet, between those who have reported and what is expected from those scheduled to report, the blended earnings growth rate for the quarter is tracking...",https://www.forbes.com/sites/jjkinahan/2024/11/04/markets-pricing-in-extreme-volatility-for-the-week/
"Today’s iOS price drops and freebies: Moncage, Transport INC, BE-A Walker, ELOH, more",Justin Kahn,2024-11-22T14:53:52Z,"Amazon’s Black Friday Week Deals are here and so are your Friday App Store price drops. Alongside ongoing all-time lows on the Black Apple Watch Ultra 2 and Apple Watch Series 10, this morning ushered in the best prices to date on on the M3 MacBook Air with 1…",http://9to5toys.com/2024/11/22/ios-price-drops-freebies-moncage/
Warren Buffett’s Berkshire Hathaway Continues Selling Off Apple Stock,Bruce Haring,2024-11-02T23:25:20Z,"The investment titan's company remains the iPhone manufacturer's largest stockholder
The post Warren Buffett’s Berkshire Hathaway Continues Selling Off Apple Stock appeared first on TheWrap.",https://www.thewrap.com/warren-buffett-berkshire-hathaway-apple/
"Planet Fitness, Inc. (PLNT): Leveraging Membership Growth and Real Estate Opportunities for Expansion",Ramish Cheema,2024-11-25T20:28:17Z,"We recently compiled a list of the Wells Fargo’s Best Growth Stocks: 28 Stocks With The Highest Consensus EPS Growth Estimates. In this article, we are going...",https://finance.yahoo.com/news/planet-fitness-inc-plnt-leveraging-202817285.html
